Group 4,3:00,Round 3,,The Dream - Blue,,,,,,,,,,,Round 3,,The Dream - Blue,,,,,,,,,,
Handi:,2-Man Scramble,,Handi:,9,7,5,3,13,11,15,17,1,,,Handi:,12,10,16,6,14,4,8,18,2,,,
Par:,,,Par:,5,4,4,4,3,4,4,3,5,36,,Par:,4,5,3,4,4,4,5,3,4,36,72,
Hole:,Team,"35%
15%",Net HCP,1,2,3,4,5,6,7,8,9,OUT,,Hole:,10,11,12,13,14,15,16,17,18,IN,Total Gross,"Total
Net"
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,
KJ,Admin,4.4,0,5,3,4,4,3,4,4,4,5,36,,KJ,4,4,3,4,4,3,5,3,4,34,70,65.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,
T-Mo,Admin,4.4,0,5,3,4,4,3,4,4,4,5,36,,T-Mo,4,4,3,4,4,3,5,3,4,34,70,65.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,
Telly,Foxes,4.3,0,4,4,3,4,3,3,3,3,5,32,,Telly,4,5,3,4,5,4,5,2,4,36,68,63.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,
Pace,Foxes,4.3,0,4,4,3,4,3,3,3,3,5,32,,Pace,4,5,3,4,5,4,5,2,4,36,68,63.7
,,,,,,,,,,,,,Front,,,,,,,,,,,,,,Cup Pts
Admin Status,Match - Front,,,-1,0,-1,-1,-1,-2,-3,-4,-4,0,,Match - Overall,-4,-3,-3,-3,-2,-1,-1,-2,-2,0,"<-Overall

Admin->",1
,,,,,,,,,,,,,1,,Match - Back,0,1,1,1,2,3,3,2,2,1,"<-Back

Foxes->",3
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Hole,Holes,Point
,Match,,,-1,1,-1,0,0,-1,-1,-1,0,,,,0,1,0,0,1,1,0,-1,0,Contr,Won,Share
,Admin,,,0,1,0,0.5,0.5,0,0,0,0.5,2.5,,,0.5,1,0.5,0.5,1,1,0.5,0,0.5,5.5,8,
KJ,,,,0,0.5,0,0.25,0.25,0,0,0,0.25,1.25,,,0.25,0.5,0.25,0.25,0.5,0.5,0.25,0,0.25,2.75,4,0.50
T-Mo,,,,0,0.5,0,0.25,0.25,0,0,0,0.25,1.25,,,0.25,0.5,0.25,0.25,0.5,0.5,0.25,0,0.25,2.75,4,0.50
,Foxes,,,1,0,1,0.5,0.5,1,1,1,0.5,6.5,,,0.5,0,0.5,0.5,0,0,0.5,1,0.5,3.5,10,
Telly,,,,0.5,0,0.5,0.25,0.25,0.5,0.5,0.5,0.25,3.25,,,0.25,0,0.25,0.25,0,0,0.25,0.5,0.25,1.75,5,1.50
Pace,,,,0.5,0,0.5,0.25,0.25,0.5,0.5,0.5,0.25,3.25,,,0.25,0,0.25,0.25,0,0,0.25,0.5,0.25,1.75,5,1.50
,,,,1,1,1,1,1,1,1,1,1,9,,,1,1,1,1,1,1,1,1,1,9,18,
