Group 1,2:33,Round 3,,The Dream - Blue,,,,,,,,,,,Round 3,,The Dream - Blue,,,,,,,,,,
Handi:,2-Man Scramble,,Handi:,9,7,5,3,13,11,15,17,1,,,Handi:,12,10,16,6,14,4,8,18,2,,,
Par:,,,Par:,5,4,4,4,3,4,4,3,5,36,,Par:,4,5,3,4,4,4,5,3,4,36,72,
Hole:,Team,"35%
15%",Net HCP,1,2,3,4,5,6,7,8,9,OUT,,Hole:,10,11,12,13,14,15,16,17,18,IN,Total Gross,"Total
Net"
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,
R-Mac,Admin,5.7,0,5,5,5,4,3,4,4,4,5,39,,R-Mac,4,4,3,3,4,4,3,3,5,33,72,66.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,
Hile,Admin,5.7,0,5,5,5,4,3,4,4,4,5,39,,Hile,4,4,3,3,4,4,3,3,5,33,72,66.3
,,,,,,O,O,,,,,O,,,,,,,,,O,,,O,,,
,,,,0,0,1,1,0,0,0,0,1,,,,0,0,0,0,0,1,0,0,1,,,
DK,Foxes,10.3,5,5,5,4,5,6,5,4,4,4,42,,DK,4,5,4,4,5,4,5,4,5,40,82,71.7
,,,,,,O,O,,,,,O,,,,,,,,,O,,,O,,,
,,,,0,0,1,1,0,0,0,0,1,,,,0,0,0,0,0,1,0,0,1,,,
Saugy,Foxes,10.3,5,5,5,4,5,6,5,4,4,4,42,,Saugy,4,5,4,4,5,4,5,4,5,40,82,71.7
,,,,,,,,,,,,,Front,,,,,,,,,,,,,,Cup Pts
Admin Status,Match - Front,,,0,0,-1,-1,0,1,1,1,0,0.5,,Match - Overall,0,1,2,3,4,3,4,5,4,2,"<-Overall

Admin->",3.5
,,,,,,,,,,,,,0.5,,Match - Back,0,1,2,3,4,3,4,5,4,1,"<-Back

Foxes->",0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Hole,Holes,Point
,Match,,,0,0,-1,0,1,1,0,0,-1,,,,0,1,1,1,1,-1,1,1,-1,Contr,Won,Share
,Admin,,,0.5,0.5,0,0.5,1,1,0.5,0.5,0,4.5,,,0.5,1,1,1,1,0,1,1,0,6.5,11,
R-Mac,,,,0.25,0.25,0,0.25,0.5,0.5,0.25,0.25,0,2.25,,,0.25,0.5,0.5,0.5,0.5,0,0.5,0.5,0,3.25,5.5,1.75
Hile,,,,0.25,0.25,0,0.25,0.5,0.5,0.25,0.25,0,2.25,,,0.25,0.5,0.5,0.5,0.5,0,0.5,0.5,0,3.25,5.5,1.75
,Foxes,,,0.5,0.5,1,0.5,0,0,0.5,0.5,1,4.5,,,0.5,0,0,0,0,1,0,0,1,2.5,7,
DK,,,,0.25,0.25,0.5,0.25,0,0,0.25,0.25,0.5,2.25,,,0.25,0,0,0,0,0.5,0,0,0.5,1.25,3.5,0.25
Saugy,,,,0.25,0.25,0.5,0.25,0,0,0.25,0.25,0.5,2.25,,,0.25,0,0,0,0,0.5,0,0,0.5,1.25,3.5,0.25
,,,,1,1,1,1,1,1,1,1,1,9,,,1,1,1,1,1,1,1,1,1,9,18,
