Group 2,2:42,Round 3,,The Dream - Blue,,,,,,,,,,,Round 3,,The Dream - Blue,,,,,,,,,,
Handi:,2-Man Scramble,,Handi:,9,7,5,3,13,11,15,17,1,,,Handi:,12,10,16,6,14,4,8,18,2,,,
Par:,,,Par:,5,4,4,4,3,4,4,3,5,36,,Par:,4,5,3,4,4,4,5,3,4,36,72,
Hole:,Team,"35%
15%",Net HCP,1,2,3,4,5,6,7,8,9,OUT,,Hole:,10,11,12,13,14,15,16,17,18,IN,Total Gross,"Total
Net"
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,
Jensen,Admin,4.3,0,5,3,6,4,4,5,4,4,5,40,,Jensen,3,6,4,4,3,4,5,3,4,36,76,71.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,
Weezy,Admin,4.3,0,5,3,6,4,4,5,4,4,5,40,,Weezy,3,6,4,4,3,4,5,3,4,36,76,71.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,
CuzNick,Foxes,4.4,0,4,2,4,3,2,4,4,4,4,31,,CuzNick,4,4,3,4,4,4,5,3,4,35,66,61.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,
TJSC,Foxes,4.4,0,4,2,4,3,2,4,4,4,4,31,,TJSC,4,4,3,4,4,4,5,3,4,35,66,61.6
,,,,,,,,,,,,,Front,,,,,,,,,,,,,,Cup Pts
Admin Status,Match - Front,,,-1,-2,-3,-4,-5,-6,-6,-6,-7,0,,Match - Overall,-6,-7,-8,-8,-7,-7,-7,-7,-7,0,"<-Overall

Admin->",0.5
,,,,,,,,,,,,,1,,Match - Back,1,0,-1,-1,0,0,0,0,0,0.5,"<-Back

Foxes->",3.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Hole,Holes,Point
,Match,,,-1,-1,-1,-1,-1,-1,0,0,-1,,,,1,-1,-1,0,1,0,0,0,0,Contr,Won,Share
,Admin,,,0,0,0,0,0,0,0.5,0.5,0,1,,,1,0,0,0.5,1,0.5,0.5,0.5,0.5,4.5,5.5,
Jensen,,,,0,0,0,0,0,0,0.25,0.25,0,0.5,,,0.5,0,0,0.25,0.5,0.25,0.25,0.25,0.25,2.25,2.75,0.25
Weezy,,,,0,0,0,0,0,0,0.25,0.25,0,0.5,,,0.5,0,0,0.25,0.5,0.25,0.25,0.25,0.25,2.25,2.75,0.25
,Foxes,,,1,1,1,1,1,1,0.5,0.5,1,8,,,0,1,1,0.5,0,0.5,0.5,0.5,0.5,4.5,12.5,
CuzNick,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.5,4,,,0,0.5,0.5,0.25,0,0.25,0.25,0.25,0.25,2.25,6.25,1.75
TJSC,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.5,4,,,0,0.5,0.5,0.25,0,0.25,0.25,0.25,0.25,2.25,6.25,1.75
,,,,1,1,1,1,1,1,1,1,1,9,,,1,1,1,1,1,1,1,1,1,9,18,
