Rd 2 G1,8:06,Quail Ridge - White,,,,,,,,,,,,,Rd 2 G1,8:06,Quail Ridge - White,,,,,,,,,,
Handi:,Singles Matches,,Handi:,11,17,5,13,1,9,3,7,15,,,Handi:,4,14,2,8,10,12,16,18,6,,,
Par:,,,Par:,4,4,5,3,5,4,4,4,3,36,,Par:,5,4,4,4,4,3,4,3,5,36,72,
Hole:,Team,Tee HCP,Net HCP,1,2,3,4,5,6,7,8,9,OUT,,Hole:,10,11,12,13,14,15,16,17,18,IN,Total Gross,"Total
Net"
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,
Telly,Shot Callers,6,0,4,4,5,4,4,3,4,5,4,37,,Telly,6,4,5,6,4,4,4,3,7,43,80,74
,,,,,,,,O,,,,,,,,,,O,,,,,,,,,
,,,,0,0,0,0,1,0,0,0,0,,,,0,0,1,0,0,0,0,0,0,,,
R-Mac,Mash Brothers,8,2,4,5,7,3,6,4,6,5,4,44,,R-Mac,8,4,6,6,6,4,6,5,7,52,96,88
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,
T-Mo,Shot Callers,12,0,6,4,6,5,8,4,6,6,4,49,,T-Mo,5,4,5,5,4,4,5,3,5,40,89,77
,,,,,,O,,O,,O,O,,,,,O,,O,,,,,,O,,,
,,,,0,0,1,0,1,0,1,1,0,,,,1,0,1,0,0,0,0,0,1,,,
Carp,Mash Brothers,19,7,7,5,6,5,6,6,6,5,2,48,,Carp,6,5,5,7,7,4,5,4,6,49,97,78
,,,,,,,,,,,,,Front,,,,,,,,,,,,,,Cup Pts
Shot Callers Top,Top - Front,,,0,1,2,1,2,3,4,4,4,1,,Top - Overall,5,5,5,5,6,6,7,8,8,1,Top - Overall,3
,,,,,,,,,,,,,0,,Top - Back,1,1,1,1,2,2,3,4,4,1,Top - Back,0
,,,,,,,,,,,,,Front,,,,,,,,,,,,,,Cup Pts
Shot Callers Bottom,Bottom - Front,,,1,2,1,1,0,1,0,-1,-2,0,,Bot - Overall,-2,-1,-2,-1,0,0,0,1,1,1,Bot - Overall,2
,,,,,,,,,,,,,1,,Bot - Back,0,1,0,1,2,2,2,3,3,1,Bot - Back,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Holes,Point
,,,,,,,,,,,,,,,,,,,,,,,,,,Won,Share
,Top - Front,,,0,1,1,-1,1,1,1,0,0,9,,,1,0,0,0,1,0,1,1,0,9,18,
Telly,,,,0.5,1,1,0,1,1,1,0.5,0.5,6.5,,,1,0.5,0.5,0.5,1,0.5,1,1,0.5,6.5,13,3.00
R-Mac,,,,0.5,0,0,1,0,0,0,0.5,0.5,2.5,,,0,0.5,0.5,0.5,0,0.5,0,0,0.5,2.5,5,0.00
,Bottom - Front,,,1,1,-1,0,-1,1,-1,-1,-1,9,,,0,1,-1,1,1,0,0,1,0,9,18,
T-Mo,,,,1,1,0,0.5,0,1,0,0,0,3.5,,,0.5,1,0,1,1,0.5,0.5,1,0.5,6,9.5,2.00
Carp,,,,0,0,1,0.5,1,0,1,1,1,5.5,,,0.5,0,1,0,0,0.5,0.5,0,0.5,3,8.5,1.00
,,,,2,2,2,2,2,2,2,2,2,18,,,2,2,2,2,2,2,2,2,2,18,36,
